job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
1012,Product Manager,Bengaluru,Marketing,97191-125405,Zomato,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Temporary,Mid-Senior level,B.Com,Retail,Operations,0
1013,Product Manager,Chennai,Design,66178-78303,Swiggy,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",1,1,1,Temporary,Not Applicable,Master's Degree,Retail,Product,0
1014,Product Manager,Hyderabad,Operations,97193-116976,Oracle India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,1,1,0,Contract,Internship,MCA,BFSI,Product,0
1015,Customer Support Agent,Gurgaon,Sales,57294-106023,Microsoft India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",1,1,1,Contract,Director,Master's Degree,BFSI,Design,0
1016,Project Manager,Bengaluru,Finance,48131-91523,TCS,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,0,1,1,Contract,Director,Bachelor's Degree,Retail,Finance,0
1017,Content Writer,Delhi,IT,118129-136823,Microsoft India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",1,1,1,Contract,Mid-Senior level,Bachelor's Degree,Manufacturing,Finance,0
1018,Graphic Designer,Delhi,Finance,74128-84988,Microsoft India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Part-time,Entry level,B.Com,Retail,Design,0
1019,UI/UX Designer,Kolkata,IT,100282-125362,Amazon India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Full-time,Entry level,PhD,Finance,Finance,0
1020,DevOps Engineer,Bengaluru,Finance,111039-155805,Flipkart,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",0,1,1,Temporary,Not Applicable,MCA,Healthcare,IT,0
1021,Software Engineer,Bengaluru,IT,,Cognizant,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,0,1,1,Temporary,Mid-Senior level,PhD,Healthcare,Marketing,0
1022,Data Analyst,Bengaluru,Engineering,101241-128769,Wipro,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,0,0,0,Full-time,Internship,MCA,Education,Marketing,0
1023,HR Specialist,Hyderabad,Marketing,60145-75197,TCS,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Full-time,Mid-Senior level,PhD,Education,Operations,0
1024,Content Writer,Gurgaon,Design,83626-101508,HDFC Bank,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",0,1,0,Contract,Director,MBA,Information Technology,Design,0
1025,DevOps Engineer,Hyderabad,Marketing,,Wipro,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",0,1,0,Full-time,Entry level,B.Com,Manufacturing,Finance,0
1026,Customer Support Agent,Hyderabad,Marketing,88362-99132,Swiggy,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",0,0,0,Part-time,Not Applicable,Bachelor's Degree,Retail,IT,0
1027,Be Your Own Boss – Immediate Hire,Online,Other,468314-749273,Anonymous,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,,Unlimited earning potential,1,0,0,Temporary,Not Applicable,Unspecified,Other,Other,1
1028,Sales Executive,Delhi,Product,40747-77520,Swiggy,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",0,1,1,Temporary,Director,BCA,Healthcare,Engineering,0
1029,Project Manager,Mumbai,Operations,102645-130207,Accenture,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Contract,Internship,BCA,BFSI,Design,0
1030,Work From Home – Earn $5000/week,Online,Other,77488-242393,,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",No experience required. Just have a smartphone and internet.,Fast cash,1,0,0,Temporary,Not Applicable,Unspecified,Online,,1
1031,Easy Money – No Experience Needed,Anywhere,,167564-323741,,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",Willing to work independently. No qualifications needed.,,1,0,0,Part-time,Not Applicable,High School or equivalent,Other,,1
1032,Graphic Designer,Pune,Marketing,62930-103870,TCS,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",1,1,1,Full-time,Not Applicable,B.Com,Retail,Operations,0
1033,Software Engineer,Ahmedabad,Marketing,82111-99609,HCL Technologies,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,1,0,0,Part-time,Director,MBA,Manufacturing,Marketing,0
1034,Data Analyst,Noida,Marketing,72904-92294,HCL Technologies,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,0,0,0,Full-time,Entry level,PhD,Information Technology,Finance,0
1035,Customer Support Agent,Hyderabad,Engineering,,Zomato,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",1,1,1,Full-time,Internship,MBA,Information Technology,Sales,0
1036,Make Money Fast – Part Time,Work From Home,Other,83163-235353,Anonymous,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,Must have PayPal or bank account to receive payments.,Unlimited earning potential,1,0,0,Other,Not Applicable,,Online,,1
1037,Data Analyst,Noida,Engineering,110028-159982,Microsoft India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Contract,Mid-Senior level,PhD,Retail,Finance,0
1038,Operations Manager,Hyderabad,Marketing,95960-137204,Accenture,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,0,Full-time,Mid-Senior level,MCA,Healthcare,Engineering,0
1039,Bitcoin Trading Expert Needed,Online,,99497-377983,,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,,Weekly payout,1,0,0,Other,Not Applicable,High School or equivalent,Other,Other,1
1040,Project Manager,Bengaluru,Operations,,Swiggy,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Full-time,Entry level,BCA,Manufacturing,Operations,0
1041,Graphic Designer,Chennai,Sales,73013-121063,,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",1,0,1,Part-time,Director,MCA,Manufacturing,Finance,0
1042,Data Analyst,Bengaluru,Sales,,Microsoft India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Temporary,Not Applicable,Master's Degree,Healthcare,Marketing,0
1043,Marketing Manager,Noida,Finance,,Zomato,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,0,1,0,Contract,Entry level,BCA,Healthcare,Operations,0
1044,Operations Manager,Pune,Engineering,59934-105098,TCS,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,0,Temporary,Entry level,B.Tech,Finance,Operations,0
1045,Operations Manager,Kolkata,Human Resources,,Cognizant,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,0,Temporary,Mid-Senior level,MCA,Manufacturing,Marketing,0
1046,DevOps Engineer,Pune,IT,42615-74588,Infosys,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,0,1,0,Full-time,Director,MCA,Information Technology,Human Resources,0
1047,Data Analyst,Pune,Product,89441-125572,Accenture,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",1,0,0,Full-time,Mid-Senior level,Master's Degree,Retail,Sales,0
1048,Content Writer,Gurgaon,Sales,,Wipro,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",0,1,0,Full-time,Not Applicable,MBA,Education,Finance,0
1049,Business Analyst,Delhi,Sales,41253-58859,Cognizant,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",1,1,0,Temporary,Mid-Senior level,BCA,Information Technology,Human Resources,0
1050,Marketing Manager,Chennai,Marketing,,,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",0,0,0,Full-time,Entry level,BCA,Healthcare,Finance,0
1051,HR Specialist,Ahmedabad,Product,31469-59441,Paytm,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Temporary,Entry level,Master's Degree,Healthcare,Product,0
1052,DevOps Engineer,Bengaluru,Marketing,,IBM India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",1,1,1,Temporary,Director,MBA,Finance,Sales,0
1053,Marketing Manager,Bengaluru,Human Resources,42987-74960,,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",1,0,1,Full-time,Not Applicable,Bachelor's Degree,Healthcare,Operations,0
1054,Make Money Fast – Part Time,Anywhere,Sales,184654-280294,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Must have PayPal or bank account to receive payments.,Fast cash,1,0,0,Temporary,Not Applicable,Unspecified,Online,,1
1055,Easy Money – No Experience Needed,Remote,Sales,113017-336874,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Must have PayPal or bank account to receive payments.,Weekly payout,1,0,0,Other,Not Applicable,Unspecified,Other,Other,1
1056,Be Your Own Boss – Immediate Hire,Work From Home,,171226-335139,Anonymous,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,Must have PayPal or bank account to receive payments.,Unlimited earning potential,1,0,0,Temporary,Not Applicable,High School or equivalent,Online,,1
1057,Bitcoin Trading Expert Needed,Anywhere,Sales,95027-311927,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Willing to work independently. No qualifications needed.,,1,0,0,Temporary,Not Applicable,Unspecified,,,1
1058,Envelope Stuffing Job – High Pay,Online,Other,183546-394568,,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",,,1,0,0,Temporary,Not Applicable,Unspecified,Online,Other,1
1059,Data Analyst,Gurgaon,Marketing,,Oracle India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Contract,Director,MCA,Manufacturing,IT,0
1060,Graphic Designer,Pune,Marketing,95459-114986,Infosys,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,0,Temporary,Entry level,Master's Degree,Retail,Design,0
1061,Be Your Own Boss – Immediate Hire,Work From Home,,149641-211153,,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,Willing to work independently. No qualifications needed.,Unlimited earning potential,1,0,0,Other,Not Applicable,Unspecified,Other,Other,1
1062,Bitcoin Trading Expert Needed,Work From Home,Other,123329-220994,Anonymous,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",Willing to work independently. No qualifications needed.,Fast cash,1,0,0,Temporary,Not Applicable,High School or equivalent,Online,Other,1
1063,Sales Executive,Gurgaon,Operations,100134-133833,Oracle India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",0,1,0,Part-time,Director,PhD,Manufacturing,IT,0
1064,Graphic Designer,Bengaluru,Engineering,,Wipro,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,1,1,0,Temporary,Mid-Senior level,Master's Degree,Information Technology,IT,0
1065,UI/UX Designer,Noida,Engineering,,Flipkart,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",0,0,1,Part-time,Not Applicable,PhD,Manufacturing,Product,0
1066,Operations Manager,Chennai,Marketing,66748-77898,Infosys,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,1,1,1,Temporary,Entry level,BCA,Information Technology,Human Resources,0
1067,Work From Home – Earn $5000/week,Work From Home,Sales,397253-594779,Anonymous,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,,,1,0,0,Other,Not Applicable,Unspecified,,Other,1
1068,Software Engineer,Delhi,IT,,Zomato,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,1,1,0,Part-time,Director,MCA,Education,Product,0
1069,Customer Support Agent,Hyderabad,Design,88387-104113,Accenture,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,1,Contract,Mid-Senior level,BCA,Information Technology,Human Resources,0
1070,UI/UX Designer,Hyderabad,Sales,35376-74849,Amazon India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",0,1,1,Full-time,Director,B.Tech,Information Technology,Operations,0
1071,HR Specialist,Ahmedabad,Finance,98327-140085,Paytm,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",1,1,0,Part-time,Internship,MBA,Education,Marketing,0
1072,Software Engineer,Gurgaon,Marketing,,Microsoft India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,1,Full-time,Director,Bachelor's Degree,Finance,Marketing,0
1073,Software Engineer,Delhi,Product,,,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",0,0,0,Part-time,Mid-Senior level,B.Com,Information Technology,Product,0
1074,Make Money Fast – Part Time,Remote,Sales,272925-507085,Anonymous,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",Must have PayPal or bank account to receive payments.,Unlimited earning potential,1,0,0,Other,Not Applicable,High School or equivalent,Other,Other,1
1075,Business Analyst,Chennai,Engineering,,Swiggy,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Contract,Internship,BCA,Finance,Operations,0
1076,Customer Support Agent,Chennai,IT,,Paytm,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Full-time,Internship,Master's Degree,Finance,IT,0
1077,Graphic Designer,Hyderabad,Design,33265-54987,Wipro,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",0,0,1,Contract,Not Applicable,MCA,Retail,IT,0
1078,Data Analyst,Pune,Sales,32864-52069,HDFC Bank,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",0,1,0,Temporary,Entry level,BCA,Finance,Human Resources,0
1079,HR Specialist,Pune,IT,115674-141678,Microsoft India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",1,1,1,Contract,Not Applicable,MBA,Finance,IT,0
1080,UI/UX Designer,Pune,Design,100697-145454,Infosys,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",0,0,0,Full-time,Mid-Senior level,Master's Degree,BFSI,IT,0
1081,Operations Manager,Bengaluru,Human Resources,81843-103508,Accenture,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Part-time,Internship,Master's Degree,Manufacturing,Marketing,0
1082,Project Manager,Chennai,Product,71670-96602,HDFC Bank,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",1,1,1,Temporary,Entry level,Bachelor's Degree,Education,Sales,0
1083,Content Writer,Pune,Human Resources,66226-104208,TCS,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Contract,Entry level,B.Tech,Education,Finance,0
1084,Sales Executive,Mumbai,Engineering,67752-106464,Flipkart,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",1,1,1,Full-time,Internship,Master's Degree,Education,Finance,0
1085,Envelope Stuffing Job – High Pay,Online,,268338-344493,Anonymous,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,Willing to work independently. No qualifications needed.,Weekly payout,1,0,0,Other,Not Applicable,Unspecified,Online,Other,1
1086,Software Engineer,Pune,Sales,103783-133430,Flipkart,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",0,1,1,Part-time,Not Applicable,PhD,Finance,IT,0
1087,Financial Analyst,Kolkata,Operations,60841-99992,Paytm,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Temporary,Internship,MCA,Finance,Finance,0
1088,Operations Manager,Pune,IT,,Oracle India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",1,1,1,Temporary,Director,B.Com,Education,Sales,0
1089,UI/UX Designer,Kolkata,Operations,96476-108520,HDFC Bank,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,0,Contract,Mid-Senior level,MBA,BFSI,Human Resources,0
