job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,description_length,requirements_length,has_company,missing_fields,max_salary,salary_anomaly,has_salary,scam_keyword_count,employment_risk,is_wfh,trust_score,risk_level,Label
1114,UI/UX Designer,Pune,Engineering,97969-140677,Cognizant,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",0,1,1,Contract,Not Applicable,BCA,Finance,Design,0,164,130,1,0,140677,0,1,0,0,0,100,Low Risk,Real
1115,Software Engineer,Delhi,Marketing,97936-115221,Wipro,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,0,1,1,Part-time,Director,PhD,Information Technology,Design,0,164,134,1,1,115221,0,1,0,1,0,90,Low Risk,Real
1116,Marketing Manager,Noida,Finance,54382-79395,HCL Technologies,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Temporary,Internship,MBA,Information Technology,Operations,0,275,134,1,0,79395,0,1,0,1,0,95,Low Risk,Real
1117,Unlimited Income Opportunity,Anywhere,Sales,62199-155681,,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",,Unlimited earning potential,1,0,0,Other,Not Applicable,Unspecified,Other,Other,1,156,0,0,2,155681,0,1,2,2,1,14,High Risk,Fake
1118,Business Analyst,Mumbai,Sales,,HDFC Bank,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,1,Contract,Internship,Master's Degree,Manufacturing,Operations,0,164,134,1,1,0,0,0,0,0,1,95,Low Risk,Real
1119,UI/UX Designer,Ahmedabad,Human Resources,30350-67122,Infosys,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",1,0,0,Contract,Director,MBA,Education,Finance,0,221,140,1,0,67122,0,1,0,0,1,90,Low Risk,Real
1120,Content Writer,Gurgaon,Engineering,,Swiggy,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,1,Contract,Not Applicable,MBA,Finance,Finance,0,275,130,1,1,0,0,0,0,0,1,95,Low Risk,Real
1121,Project Manager,Mumbai,Marketing,50766-92850,Amazon India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,1,1,1,Temporary,Not Applicable,Bachelor's Degree,Manufacturing,Operations,0,164,134,1,1,92850,0,1,0,1,1,90,Low Risk,Real
1122,Content Writer,Chennai,Operations,,Paytm,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Full-time,Not Applicable,BCA,BFSI,Engineering,0,275,140,1,1,0,0,0,0,0,0,95,Low Risk,Real
1123,Operations Manager,Delhi,Marketing,64786-79790,Accenture,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,1,1,0,Temporary,Entry level,B.Tech,Information Technology,Sales,0,221,140,1,1,79790,0,1,0,1,1,90,Low Risk,Real
1124,Product Manager,Mumbai,Sales,57884-78024,Swiggy,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",0,1,0,Contract,Not Applicable,B.Tech,Healthcare,Human Resources,0,194,130,1,0,78024,0,1,0,0,0,100,Low Risk,Real
1125,Make Money Fast – Part Time,Anywhere,Sales,72964-157461,,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,,Unlimited earning potential,1,0,0,Temporary,Not Applicable,,,Other,1,135,0,0,4,157461,0,1,4,1,1,0,High Risk,Fake
1126,Envelope Stuffing Job – High Pay,Work From Home,Sales,53779-128458,,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",Willing to work independently. No qualifications needed.,,1,0,0,Part-time,Not Applicable,Unspecified,Online,Other,1,156,56,0,2,128458,0,1,1,1,1,27,High Risk,Fake
1127,HR Specialist,Hyderabad,Operations,41629-73632,Paytm,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",0,1,0,Temporary,Mid-Senior level,MCA,Finance,Product,0,275,140,1,0,73632,0,1,0,1,0,95,Low Risk,Real
1128,Data Analyst,Pune,IT,,Wipro,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",1,1,0,Part-time,Director,B.Tech,Retail,Product,0,194,140,1,1,0,0,0,0,1,1,90,Low Risk,Real
1129,Business Analyst,Bengaluru,Design,100919-121865,Swiggy,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",0,0,0,Contract,Not Applicable,MCA,Retail,Sales,0,221,140,1,0,121865,0,1,0,0,0,90,Low Risk,Real
1130,Customer Support Agent,Gurgaon,Finance,74378-104734,Amazon India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,0,Contract,Director,PhD,Information Technology,Engineering,0,221,134,1,0,104734,0,1,0,0,1,100,Low Risk,Real
1131,Customer Support Agent,Kolkata,IT,,Oracle India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",0,0,1,Contract,Director,Master's Degree,Manufacturing,Engineering,0,275,134,1,1,0,0,0,0,0,0,85,Low Risk,Real
1132,Operations Manager,Noida,Finance,73054-91429,Flipkart,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",0,1,0,Part-time,Entry level,PhD,Finance,Operations,0,164,134,1,0,91429,0,1,0,1,0,95,Low Risk,Real
1133,Online Data Entry – $80/hr,Work From Home,Sales,166208-274582,,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,,,1,0,0,Part-time,Not Applicable,High School or equivalent,Other,,1,135,0,0,3,274582,1,1,3,1,1,0,High Risk,Fake
1134,Work From Home – Earn $5000/week,Work From Home,Sales,292764-555388,Anonymous,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Must have PayPal or bank account to receive payments.,,1,0,0,Other,Not Applicable,Unspecified,,,1,141,53,1,2,555388,1,1,4,2,1,18,High Risk,Fake
1135,Software Engineer,Mumbai,IT,,Paytm,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Part-time,Entry level,BCA,Education,Marketing,0,194,134,1,1,0,0,0,0,1,0,90,Low Risk,Real
1136,Work From Home – Earn $5000/week,Online,Other,52993-154267,Anonymous,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",,Fast cash,1,0,0,Part-time,Not Applicable,High School or equivalent,Online,,1,156,0,1,1,154267,0,1,3,1,1,56,Medium Risk,Fake
1137,Data Analyst,Delhi,Human Resources,42736-67734,HCL Technologies,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",1,1,0,Part-time,Not Applicable,B.Com,Information Technology,Marketing,0,164,140,1,0,67734,0,1,0,1,1,95,Low Risk,Real
1138,Software Engineer,Pune,Product,65227-82963,Cognizant,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",1,1,1,Full-time,Mid-Senior level,B.Tech,Healthcare,Marketing,0,275,140,1,0,82963,0,1,0,0,1,100,Low Risk,Real
1139,Operations Manager,Noida,Product,,Amazon India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,1,Temporary,Internship,BCA,Manufacturing,IT,0,194,134,1,1,0,0,0,0,1,1,90,Low Risk,Real
1140,Graphic Designer,Hyderabad,Design,31105-49281,Infosys,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Health insurance, PF, gratuity, flexible hours",1,1,1,Part-time,Not Applicable,B.Com,BFSI,Operations,0,221,134,1,0,49281,0,1,0,1,1,95,Low Risk,Real
1141,Envelope Stuffing Job – High Pay,Remote,Sales,53310-225431,Anonymous,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,,Fast cash,1,0,0,Part-time,Not Applicable,,,,1,141,0,1,3,225431,1,1,2,1,1,34,High Risk,Fake
1142,Marketing Manager,Bengaluru,Human Resources,57605-67642,Paytm,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,0,Temporary,Not Applicable,Master's Degree,Retail,Design,0,164,130,1,0,67642,0,1,0,1,1,95,Low Risk,Real
1143,Business Analyst,Delhi,Operations,33882-49762,HDFC Bank,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,0,1,0,Full-time,Entry level,BCA,Information Technology,Design,0,221,134,1,1,49762,0,1,0,0,0,95,Low Risk,Real
1144,Content Writer,Mumbai,Design,39666-57879,Oracle India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",0,1,0,Full-time,Director,B.Tech,Healthcare,Marketing,0,194,130,1,0,57879,0,1,0,0,0,100,Low Risk,Real
1145,Urgent – Wire Transfer Specialist,Work From Home,,50531-228363,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,No experience required. Just have a smartphone and internet.,Unlimited earning potential,1,0,0,Other,Not Applicable,Unspecified,Other,Other,1,141,60,0,2,228363,1,1,4,2,1,0,High Risk,Fake
1146,Project Manager,Delhi,IT,111026-135854,Amazon India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Medical cover, paid leave, team outings",0,1,1,Contract,Mid-Senior level,MCA,Education,Design,0,164,130,1,0,135854,0,1,0,0,0,100,Low Risk,Real
1147,UI/UX Designer,Pune,Human Resources,39863-81393,TCS,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,0,1,1,Full-time,Director,MBA,Education,Sales,0,275,130,1,1,81393,0,1,0,0,0,95,Low Risk,Real
1148,Sales Executive,Noida,Design,70988-93428,Oracle India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Part-time,Internship,BCA,Information Technology,Engineering,0,194,140,1,0,93428,0,1,0,1,0,95,Low Risk,Real
1149,Data Analyst,Pune,Human Resources,67957-80596,Accenture,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,0,1,0,Temporary,Not Applicable,B.Com,Healthcare,Operations,0,194,140,1,1,80596,0,1,0,1,0,90,Low Risk,Real
1150,HR Specialist,Pune,Operations,98676-113830,Accenture,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Contract,Internship,MBA,Information Technology,Marketing,0,221,130,1,0,113830,0,1,0,0,0,100,Low Risk,Real
1151,Urgent – Wire Transfer Specialist,Anywhere,Other,113858-382903,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,,Unlimited earning potential,1,0,0,Other,Not Applicable,High School or equivalent,,,1,141,0,0,3,382903,1,1,4,2,1,0,High Risk,Fake
1152,Project Manager,Gurgaon,Design,113819-126808,TCS,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,,0,1,1,Temporary,Entry level,B.Com,Education,Design,0,221,134,1,1,126808,0,1,0,1,0,90,Low Risk,Real
1153,HR Specialist,Gurgaon,Sales,76538-99273,HDFC Bank,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",0,1,0,Full-time,Director,PhD,Manufacturing,Design,0,275,140,1,0,99273,0,1,0,0,0,100,Low Risk,Real
1154,Envelope Stuffing Job – High Pay,Anywhere,Other,204732-435295,Anonymous,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,,Unlimited earning potential,1,0,0,Part-time,Not Applicable,Unspecified,Other,Other,1,135,0,1,1,435295,1,1,3,1,1,36,Medium Risk,Fake
1155,Easy Money – No Experience Needed,Online,,159061-257699,,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,Willing to work independently. No qualifications needed.,Fast cash,1,0,0,Temporary,Not Applicable,,Online,Other,1,135,56,0,3,257699,1,1,5,1,1,0,High Risk,Fake
1156,Envelope Stuffing Job – High Pay,Online,Sales,195907-312975,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Willing to work independently. No qualifications needed.,Fast cash,1,0,0,Temporary,Not Applicable,High School or equivalent,,,1,141,56,0,2,312975,1,1,2,1,1,0,High Risk,Fake
1157,Financial Analyst,Noida,Design,94286-105847,Amazon India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,1,1,0,Full-time,Internship,Master's Degree,Healthcare,IT,0,164,140,1,1,105847,0,1,0,0,1,95,Low Risk,Real
1158,Sales Executive,Mumbai,Operations,44179-76639,Microsoft India,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,,0,1,1,Part-time,Entry level,Master's Degree,Information Technology,Human Resources,0,275,140,1,1,76639,0,1,0,1,0,90,Low Risk,Real
1159,Financial Analyst,Mumbai,Human Resources,99607-140754,Microsoft India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Medical cover, paid leave, team outings",0,1,1,Temporary,Director,B.Tech,Information Technology,IT,0,194,140,1,0,140754,0,1,0,1,0,95,Low Risk,Real
1160,Data Analyst,Chennai,Finance,101939-142168,Cognizant,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,1,1,0,Full-time,Entry level,Master's Degree,Finance,Sales,0,275,130,1,1,142168,0,1,0,0,1,95,Low Risk,Real
1161,Be Your Own Boss – Immediate Hire,Remote,Sales,50256-216142,Anonymous,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,Willing to work independently. No qualifications needed.,Weekly payout,1,0,0,Part-time,Not Applicable,Unspecified,Other,Other,1,135,56,1,0,216142,1,1,4,1,1,33,High Risk,Fake
1162,Content Writer,Noida,Human Resources,113342-160303,HDFC Bank,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",0,1,1,Temporary,Entry level,B.Tech,Healthcare,Engineering,0,194,140,1,0,160303,0,1,0,1,0,95,Low Risk,Real
1163,Project Manager,Hyderabad,IT,,Flipkart,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,1,0,0,Part-time,Entry level,PhD,Information Technology,IT,0,275,130,1,2,0,0,0,0,1,1,75,Low Risk,Real
1164,UI/UX Designer,Mumbai,IT,58627-84844,Oracle India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Part-time,Internship,BCA,BFSI,IT,0,194,130,1,0,84844,0,1,0,1,0,95,Low Risk,Real
1165,Easy Money – No Experience Needed,Online,Other,159662-389758,Anonymous,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,Must have PayPal or bank account to receive payments.,Fast cash,1,0,0,Temporary,Not Applicable,High School or equivalent,Other,,1,141,53,1,0,389758,1,1,4,1,1,33,High Risk,Fake
1166,Sales Executive,Mumbai,Operations,31368-55623,Cognizant,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",1,0,1,Part-time,Entry level,B.Tech,Manufacturing,Sales,0,221,134,1,0,55623,0,1,0,1,1,85,Low Risk,Real
1167,Business Analyst,Kolkata,Marketing,70193-118049,Swiggy,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Annual bonus, remote work option, learning budget",1,1,0,Full-time,Internship,MCA,BFSI,Sales,0,275,134,1,0,118049,0,1,0,0,1,100,Low Risk,Real
1168,Product Manager,Mumbai,Sales,,IBM India,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",0,1,1,Part-time,Director,Master's Degree,Healthcare,IT,0,164,134,1,1,0,0,0,0,1,0,90,Low Risk,Real
1169,Work From Home – Earn $5000/week,Remote,Other,193504-407589,Anonymous,Guaranteed income! Work only 2 hours per day and earn full-time salary. We pay weekly via PayPal or wire transfer. Apply now before positions are filled!,,Unlimited earning potential,1,0,0,Temporary,Not Applicable,High School or equivalent,Online,Other,1,153,0,1,1,407589,1,1,6,1,1,12,High Risk,Fake
1170,Customer Support Agent,Pune,Human Resources,105225-124248,HCL Technologies,We are looking for a talented professional to join our growing team. You will work closely with cross-functional teams to deliver high-quality results. Strong communication skills and attention to detail are required. Experience with modern tools and frameworks is preferred.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",1,1,0,Contract,Entry level,PhD,Finance,Human Resources,0,275,130,1,0,124248,0,1,0,0,1,100,Low Risk,Real
1171,HR Specialist,Gurgaon,Product,,IBM India,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Annual bonus, remote work option, learning budget",0,1,1,Full-time,Director,Bachelor's Degree,Healthcare,IT,0,221,130,1,1,0,0,0,0,0,0,95,Low Risk,Real
1172,Customer Support Agent,Kolkata,Design,109942-148417,IBM India,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,,0,1,1,Full-time,Not Applicable,BCA,Finance,Marketing,0,194,130,1,1,148417,0,1,0,0,0,95,Low Risk,Real
1173,Make Money Fast – Part Time,Remote,,183980-297663,Anonymous,No experience needed! Earn up to $5000 per week working from home. Just sign up and start earning immediately. Limited spots available!,No experience required. Just have a smartphone and internet.,Weekly payout,1,0,0,Other,Not Applicable,,Online,,1,135,60,1,2,297663,1,1,4,2,1,18,High Risk,Fake
1174,Graphic Designer,Gurgaon,Operations,,HDFC Bank,"As part of our team, you will design, develop, and maintain systems that power our platform. You should have a strong foundation in your field and be comfortable working in an agile environment.",Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",1,1,1,Full-time,Mid-Senior level,Bachelor's Degree,BFSI,Sales,0,194,130,1,1,0,0,0,0,0,1,95,Low Risk,Real
1175,Graphic Designer,Ahmedabad,Operations,36029-71592,Cognizant,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",0,1,1,Contract,Mid-Senior level,B.Com,Information Technology,Design,0,164,130,1,0,71592,0,1,0,0,0,100,Low Risk,Real
1176,Unlimited Income Opportunity,Online,Sales,151883-385016,,Urgent hiring! Wire transfer agents needed worldwide. Receive payments and transfer funds. High commission paid instantly. Confidential work.,No experience required. Just have a smartphone and internet.,Weekly payout,1,0,0,Other,Not Applicable,High School or equivalent,,,1,141,60,0,2,385016,1,1,3,2,1,0,High Risk,Fake
1177,Be Your Own Boss – Immediate Hire,Remote,Other,71103-284213,,"Make real money from home. All you need is a phone and internet connection. Earn $500 daily. No boss, no office, no stress. Join thousands of happy workers!",Willing to work independently. No qualifications needed.,Fast cash,1,0,0,Temporary,Not Applicable,Unspecified,,Other,1,156,56,0,2,284213,1,1,2,1,1,0,High Risk,Fake
1178,Marketing Manager,Mumbai,IT,,Wipro,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Bachelor's degree in relevant field. 2+ years of experience. Proficiency in MS Office. Strong analytical and communication skills.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Part-time,Director,MCA,Finance,Design,0,164,130,1,1,0,0,0,0,1,0,90,Low Risk,Real
1179,DevOps Engineer,Hyderabad,Design,,Zomato,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Health insurance, PF, gratuity, flexible hours",0,1,0,Temporary,Entry level,MBA,Finance,Engineering,0,164,140,1,1,0,0,0,0,1,0,90,Low Risk,Real
1180,DevOps Engineer,Gurgaon,Design,74448-122247,Flipkart,We are hiring an experienced professional to help us scale our operations. The ideal candidate will have a proven track record and excellent problem-solving skills.,Minimum 3 years experience in the domain. Knowledge of industry tools. Ability to work in a team environment. Strong problem-solving skills.,"Annual bonus, remote work option, learning budget",0,1,1,Part-time,Not Applicable,Master's Degree,Retail,Product,0,164,140,1,0,122247,0,1,0,1,0,95,Low Risk,Real
1181,Graphic Designer,Gurgaon,Operations,70023-87973,Zomato,Join our dynamic team and contribute to meaningful projects. You will be responsible for analyzing business requirements and implementing solutions. We offer a collaborative work environment with opportunities for growth.,Relevant degree or equivalent experience. Excellent written and verbal communication. Ability to manage multiple tasks simultaneously.,"Medical cover, paid leave, team outings",1,1,1,Part-time,Director,B.Com,Education,Human Resources,0,221,134,1,0,87973,0,1,0,1,1,95,Low Risk,Real
